gene;anchor_index
HM855782|IGHV4-28*06|Homo sapiens|F|V-REGION|26..321|296 nt|1| | | | |296+0=296| |rev-compl|;285
KC713936|IGHV4-28*07|Homo sapiens|F|V-REGION|390..685|296 nt|1| | | | |296+0=296| | |;285
L10089|IGHV4-30-2*01|Homo sapiens|F|V-REGION|1..299|299 nt|1| | | | |299+0=299| | |;288
M95122|IGHV4-30-2*02|Homo sapiens|F|V-REGION|1..294|294 nt|1| | || |294+0=294|partial in 3'| |;288
X92229|IGHV4-30-2*03|Homo sapiens|F|V-REGION|140..438|299 nt|1| | | | |299+0=299| | |;288
Z75351|IGHV4-30-2*04|Homo sapiens|F|V-REGION|1..227|227 nt|1| | | | |227+0=227|partial in 5'| |;216
HM855593|IGHV4-30-2*05|Homo sapiens|F|V-REGION|40..338|299 nt|1| | | | |299+0=299| | |;288
KC713944|IGHV4-30-2*06|Homo sapiens|F|V-REGION|390..688|299 nt|1| | | | |299+0=299| | |;288
Z14238|IGHV4-30-4*01|Homo sapiens|F|V-REGION|140..438|299 nt|1| | | | |299+0=299| | |;288
Z14239|IGHV4-30-4*02|Homo sapiens|F|V-REGION|140..438|299 nt|1| | | | |299+0=299| | |;288
Z75353|IGHV4-30-4*05|Homo sapiens|F|V-REGION|1..228|228 nt|2| | | | |228+0=228|partial in 5'| |;219
Z75360|IGHV4-30-4*06|Homo sapiens|F|V-REGION|1..227|227 nt|1| | | | |227+0=227|partial in 5'| |;216
KC713946|IGHV4-30-4*07|Homo sapiens|F|V-REGION|390..688|299 nt|1| | | | |299+0=299| | |;288
L10098|IGHV4-31*01|Homo sapiens|F|V-REGION|27..325|299 nt|1| | | | |299+0=299| | |;288
M99683|IGHV4-31*02|Homo sapiens|F|V-REGION|290..588|299 nt|1| | | | |299+0=299| | |;288
Z14237|IGHV4-31*03|Homo sapiens|F|V-REGION|140..438|299 nt|1| | | | |299+0=299| | |;288
M95120|IGHV4-31*04|Homo sapiens|F|V-REGION|1..294|294 nt|1| | || |294+0=294|partial in 3'| |;288
M95121|IGHV4-31*05|Homo sapiens|F|V-REGION|1..291|291 nt|1| | || |291+0=291|partial in 3'| |;285
Z14235|IGHV4-31*10|Homo sapiens|F|V-REGION|140..438|299 nt|1| | | | |299+0=299| | |;288
AB019439|IGHV4-34*01|Homo sapiens|F|V-REGION|59657..59949|293 nt|1| | | | |293+0=293| | |;282
M99684|IGHV4-34*02|Homo sapiens|F|V-REGION|311..603|293 nt|1| | | | |293+0=293| | |;282
X92236|IGHV4-34*04|Homo sapiens|F|V-REGION|141..433|293 nt|1| | | | |293+0=293| | |;282
X92237|IGHV4-34*05|Homo sapiens|F|V-REGION|141..433|293 nt|1| | | | |293+0=293| | |;282
M95113|IGHV4-34*08|Homo sapiens|F|V-REGION|1..288|288 nt|1| | || |288+0=288|partial in 3'| |;282
Z14241|IGHV4-34*09|Homo sapiens|F|V-REGION|140..432|293 nt|1| | | | |293+0=293| | |;282
Z14242|IGHV4-34*10|Homo sapiens|F|V-REGION|141..433|293 nt|1| | | | |293+0=293| | |;282
X05716|IGHV4-34*11|Homo sapiens|F|V-REGION|292..584|293 nt|1| | | | |293+0=293| | |;282
X56591|IGHV4-34*12|Homo sapiens|F|V-REGION|1..291|291 nt|1| | | | |291+0=291| | |;282
Z75356|IGHV4-34*13|Homo sapiens|F|V-REGION|1..221|221 nt|1| | | | |221+0=221|partial in 5'| |;210
Z12367|IGHV4-38-2*01|Homo sapiens|F|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
AC233755|IGHV4-38-2*02|Homo sapiens|F|V-REGION|41583..41878|296 nt|1| | | | |296+0=296| | |;285
AB019439|IGHV4-39*01|Homo sapiens|F|V-REGION|11626..11924|299 nt|1| | | | |299+0=299| | |;288
X05715|IGHV4-39*02|Homo sapiens|F|V-REGION|291..589|299 nt|1| | | | |299+0=299| | |;288
M95116|IGHV4-39*05|Homo sapiens|F|V-REGION|1..294|294 nt|1| | || |294+0=294|partial in 3'| |;288
Z14236|IGHV4-39*06|Homo sapiens|F|V-REGION|140..438|299 nt|1| | | | |299+0=299| | |;288
AM940222|IGHV4-39*07|Homo sapiens|F|V-REGION|1..299|299 nt|1| | | | |299+0=299| | |;288
X05713|IGHV4-4*01|Homo sapiens|F|V-REGION|292..587|296 nt|1| | || |296+0=296| | |;285
X92232|IGHV4-4*02|Homo sapiens|F|V-REGION|140..435|296 nt|1| | | | |296+0=296| | |;285
Z75355|IGHV4-4*06|Homo sapiens|F|V-REGION|1..224|224 nt|1| | || |224+0=224|partial in 5'| |;213
X62112|IGHV4-4*07|Homo sapiens|F|V-REGION|229..521|293 nt|1| | | | |293+0=293| | |;282
KC713942|IGHV4-4*08|Homo sapiens|F|V-REGION|390..682|293 nt|1| | | | |293+0=293| | |;282
M99685|IGHV4-55*01|Homo sapiens|P|V-REGION|370..665|296 nt|1| | | | |296+0=296| | |;285
X92223|IGHV4-55*02|Homo sapiens|P|V-REGION|349..644|296 nt|1| | | | |296+0=296| | |;285
X92234|IGHV4-55*08|Homo sapiens|P|V-REGION|141..436|296 nt|1| | | | |296+0=296| | |;285
X92235|IGHV4-55*09|Homo sapiens|P|V-REGION|140..435|296 nt|1| | | | |296+0=296| | |;285
AB019438|IGHV4-59*01|Homo sapiens|F|V-REGION|5995..6287|293 nt|1| | | | |293+0=293| | |;282
M29812|IGHV4-59*02|Homo sapiens|F|V-REGION|290..582|293 nt|1| | | | |293+0=293| | |;282
M95114|IGHV4-59*03|Homo sapiens|F|V-REGION|1..288|288 nt|1| | || |288+0=288|partial in 3'| |;282
M95117|IGHV4-59*04|Homo sapiens|F|V-REGION|1..288|288 nt|1| | || |288+0=288|partial in 3'| |;282
M95118|IGHV4-59*05|Homo sapiens|F|V-REGION|1..288|288 nt|1| | || |288+0=288|partial in 3'| |;282
M95119|IGHV4-59*06|Homo sapiens|F|V-REGION|1..288|288 nt|1| | || |288+0=288|partial in 3'| |;282
X56360|IGHV4-59*07|Homo sapiens|F|V-REGION|1..291|291 nt|1| | | | |291+0=291| | |;282
HM855471|IGHV4-59*08|Homo sapiens|F|V-REGION|40..332|293 nt|1| | | | |293+0=293| | |;282
Z75359|IGHV4-59*09|Homo sapiens|F|V-REGION|1..221|221 nt|1| | || |221+0=221|partial in 5'| |;210
Z14243|IGHV4-59*10|Homo sapiens|F|V-REGION|141..433|293 nt|1| | | | |293+0=293| | |;282
M29811|IGHV4-61*01|Homo sapiens|F|V-REGION|290..588|299 nt|1| | | | |299+0=299| | |;288
L10097|IGHV4-61*02|Homo sapiens|F|V-REGION|27..325|299 nt|1| | | | |299+0=299| | |;288
X92230|IGHV4-61*03|Homo sapiens|F|V-REGION|140..438|299 nt|1| | | | |299+0=299| | |;288
X56356|IGHV4-61*05|Homo sapiens|F|V-REGION|1..297|297 nt|1| | | | |297+0=297| | |;288
Z75347|IGHV4-61*06|Homo sapiens|ORF|V-REGION|1..227|227 nt|1| | | | |227+0=227|partial in 5'| |;216
Z75348|IGHV4-61*07|Homo sapiens|F|V-REGION|1..227|227 nt|1| | | | |227+0=227|partial in 5'| |;216
AB019437|IGHV4-61*08|Homo sapiens|F|V-REGION|194119..194417|299 nt|1| | | | |299+0=299| | |;288
HM855539|IGHV4/OR15-8*01|Homo sapiens|ORF|V-REGION|40..335|296 nt|1| | | | |296+0=296| | |;285
X05712|IGHV4/OR15-8*02|Homo sapiens|ORF|V-REGION|262..557|296 nt|1| | | | |296+0=296| | |;285
HM855418|IGHV4/OR15-8*03|Homo sapiens|ORF|V-REGION|26..321|296 nt|1| | | | |296+0=296| |rev-compl|;285
X92227|IGHV5-10-1*01|Homo sapiens|F|V-REGION|13..306|294 nt|1| | | | |294+0=294| | |;285
X92279|IGHV5-10-1*02|Homo sapiens|F|V-REGION|252..546|295 nt|1| | | | |295+0=295| | |;276
X56375|IGHV5-10-1*03|Homo sapiens|F|V-REGION|12..305|294 nt|1| | | | |294+0=294| | |;285
X56376|IGHV5-10-1*04|Homo sapiens|F|V-REGION|12..305|294 nt|1| | | | |294+0=294| | |;285
M99686|IGHV5-51*01|Homo sapiens|F|V-REGION|308..603|296 nt|1| | | | |296+0=296| | |;285
M18806|IGHV5-51*02|Homo sapiens|F|V-REGION|251..546|296 nt|1| | | | |296+0=296| | |;285
X56368|IGHV5-51*03|Homo sapiens|F|V-REGION|12..305|294 nt|1| | | | |294+0=294| | |;285
X56367|IGHV5-51*04|Homo sapiens|F|V-REGION|12..305|294 nt|1| | | | |294+0=294| | |;285
Z27449|IGHV5-51*05|Homo sapiens|F|V-REGION|1..245|245 nt|3| | || |245+0=245|partial in 5' and in 3' | |;207
X92213|IGHV5-78*01|Homo sapiens|P|V-REGION|734..1027|294 nt|1| | | | |294+0=294| | |;285
J04097|IGHV6-1*01|Homo sapiens|F|V-REGION|480..784|305 nt|1| | | | |305+0=305| | |;294
Z14223|IGHV6-1*02|Homo sapiens|F|V-REGION|142..446|305 nt|1| | | | |305+0=305| | |;294
AB019439|IGHV7-34-1*01|Homo sapiens|P|V-REGION|56018..56310|293 nt|1| | | | |293+0=293| | |;282
HM855644|IGHV7-34-1*02|Homo sapiens|P|V-REGION|24..316|293 nt|1| | | | |293+0=293| |rev-compl|;282
L10057|IGHV7-4-1*01|Homo sapiens|F|V-REGION|95..388|294 nt|1| | | | |294+0=294| | |;285
X62110|IGHV7-4-1*02|Homo sapiens|F|V-REGION|158..453|296 nt|1| | | | |296+0=296| | |;285
HM855485|IGHV7-4-1*04|Homo sapiens|F|V-REGION|24..319|296 nt|1| | | | |296+0=296| |rev-compl|;285
HM855361|IGHV7-4-1*05|Homo sapiens|F|V-REGION|24..319|296 nt|1| | | | |296+0=296| |rev-compl|;285
AC241995|IGHV7-40*03|Homo sapiens|P|V-REGION|10101..10396|296 nt|1| | | | |296+0=296| | |;285
AB019437|IGHV7-81*01|Homo sapiens|ORF|V-REGION|6456..6751|296 nt|1| | | | |296+0=296| | |;285
